Area(SQM),Bedroom,Bathroom,Location,Price,Negotiable,Balcony,Electricity,Water,Gas,Landline,Elevator,Security,Built_in_Kitchen,Maids_Room,Private_Garden,Parking,Central(A/C)& heating,Pool,Type,Level,Furnished,Compound,Delivery_Date,Delivery_Term,meter_price
195,3,3,Kafr Abdo,3300000,0,1,1,1,1,0,0,0,0,0,0,0,0,0,Apartment,3,0.0,Not_In_Compound,Ready,Finished,16923.076923076922
165,3,2,Smoha,2100000,0,1,1,1,1,0,1,1,0,0,0,0,0,0,Apartment,10+,0.0,Not_In_Compound,Ready,Finished,12727.272727272728
200,3,3,Smoha,1950000,0,1,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,4,0.0,Not_In_Compound,Ready,Finished,9750.0
188,3,2,Saba Pasha,2300000,0,1,1,1,1,0,0,0,0,0,0,0,0,0,Apartment,3,0.0,Not_In_Compound,Ready,Finished,12234.04255319149
150,2,1,Smoha,1600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,10,0.0,Not_In_Compound,Ready,Finished,10666.666666666666
100,2,1,Victoria,500000,0,1,1,1,1,1,1,0,0,0,0,0,0,0,Apartment,6,0.0,Not_In_Compound,Ready,Finished,5000.0
120,3,1,Agami,240000,1,0,1,1,1,0,0,0,0,0,0,0,0,0,Apartment,6,0.0,Not_In_Compound,soon,Finished,2000.0
120,2,1,Sidi Beshr,1400000,0,1,1,1,1,1,1,0,0,0,0,0,0,0,Apartment,2,0.0,Not_In_Compound,Ready,Finished,11666.666666666666
120,3,2,Agami,250000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,6,0.0,Not_In_Compound,Ready,Finished,2083.3333333333335
110,3,1,Seyouf,350000,1,0,1,0,1,0,1,0,0,0,0,0,0,0,Apartment,6,0.0,Not_In_Compound,Ready,Finished,3181.818181818182
120,3,1,Agami,270000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,5,0.0,Not_In_Compound,Ready,Finished,2250.0
75,2,1,Mandara,450000,0,1,0,1,1,0,1,0,0,0,0,0,0,0,Apartment,2,0.0,Not_In_Compound,Ready,Finished,6000.0
70,2,1,Asafra,300000,1,1,1,1,0,1,1,1,0,0,0,0,0,0,Apartment,10,0.0,Not_In_Compound,Ready,Finished,4285.714285714285
96,2,1,Smoha,1250000,1,0,1,1,1,0,1,1,0,0,0,1,0,0,Apartment,7,0.0,Not_In_Compound,Ready,Finished,13020.833333333334
95,2,1,Mandara,550000,0,1,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,5,0.0,Not_In_Compound,Ready,Finished,5789.473684210527
90,3,1,Sidi Beshr,380000,0,1,1,0,0,0,1,0,0,0,0,0,0,0,Apartment,7,0.0,Not_In_Compound,Ready,Finished,4222.222222222223
115,3,1,Seyouf,530000,0,1,1,1,1,1,1,1,0,0,0,1,0,0,Apartment,6,0.0,Not_In_Compound,Ready,Finished,4608.695652173913
150,2,2,Maamoura,2000000,0,1,1,1,1,1,1,1,1,0,0,0,0,0,Apartment,4,0.0,Not_In_Compound,Ready,Finished,13333.333333333334
165,3,2,Seyouf,1150000,0,0,1,0,0,0,1,0,0,0,0,0,0,0,Apartment,8,0.0,Not_In_Compound,Ready,Semi Finished,6969.69696969697
125,3,1,Agami,360000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,7,1.0,Not_In_Compound,Ready,Finished,2880.0
135,3,1,Agami,300000,1,0,1,1,1,1,0,0,0,0,0,0,0,0,Apartment,4,0.0,Not_In_Compound,soon,Finished,2222.222222222222
120,3,1,Seyouf,415000,0,0,1,1,1,1,1,0,0,0,0,0,0,0,Apartment,10+,0.0,Not_In_Compound,Ready,Finished,3458.3333333333335
80,2,1,Sidi Beshr,520000,0,1,1,1,0,1,1,1,0,0,0,0,0,0,Apartment,1,0.0,Not_In_Compound,Ready,Finished,6500.0
100,2,1,Seyouf,800000,1,1,1,1,1,0,1,1,0,0,0,1,0,1,Apartment,8,0.0,Sama,soon,Finished,8000.0
60,1,1,Sporting,580000,0,1,1,1,1,1,1,1,0,0,0,0,0,0,Apartment,8,0.0,Not_In_Compound,Ready,Finished,9666.666666666666
125,3,1,Agami,550000,0,0,1,1,1,1,1,0,0,0,0,0,0,0,Apartment,10,0.0,Not_In_Compound,Ready,Finished,4400.0
140,3,1,Agami,650000,0,0,1,1,1,1,1,0,0,0,0,0,0,0,Apartment,2,0.0,Not_In_Compound,Ready,Finished,4642.857142857143
125,3,1,Agami,350000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,6,0.0,Not_In_Compound,Ready,Finished,2800.0
85,3,1,Agami,275000,1,1,1,1,1,1,0,0,0,0,0,0,0,0,Apartment,1,0.0,Not_In_Compound,Ready,Finished,3235.294117647059
125,3,1,Mandara,1350000,1,0,1,1,1,1,1,0,0,0,0,0,0,0,Apartment,10,1.0,Not_In_Compound,Ready,Finished,10800.0
97,2,1,Agami,600000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Apartment,4,1.0,Not_In_Compound,Ready,Finished,6185.567010309278
130,3,2,Sidi Beshr,1700000,1,1,1,1,1,0,1,1,0,0,0,0,0,0,Apartment,2,0.0,Not_In_Compound,2022,Finished,13076.923076923076
142,3,1,Labban,500000,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Apartment,2,0.0,Not_In_Compound,Ready,Semi Finished,3521.1267605633802
160,3,2,Sporting,1530000,1,1,1,1,1,1,0,1,0,0,0,0,0,0,Apartment,4,0.0,Not_In_Compound,Ready,Finished,9562.5
140,2,1,Nakheel,360000,1,1,1,1,0,1,0,1,0,1,1,0,0,0,Apartment,1,1.0,Not_In_Compound,Ready,Finished,2571.4285714285716
55,2,1,Schutz,250000,1,1,1,1,1,0,0,0,1,0,0,0,0,0,Apartment,4,1.0,Not_In_Compound,Ready,Finished,4545.454545454545
250,5,2,Nakheel,500000,1,1,1,1,0,1,1,1,0,1,0,0,0,0,Duplex,5,0.0,Not_In_Compound,Ready,Finished,2000.0
85,2,1,Sidi Beshr,500000,0,1,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,9,0.0,Not_In_Compound,Ready,Finished,5882.35294117647
100,2,1,Sidi Beshr,415000,1,1,1,1,0,1,1,1,0,0,0,0,0,0,Apartment,10+,0.0,Not_In_Compound,soon,Finished,4150.0
195,3,3,Saba Pasha,2500000,0,1,1,1,1,1,1,1,1,0,0,1,0,0,Apartment,1,0.0,Not_In_Compound,Ready,Finished,12820.51282051282
110,2,1,Moharam Bik,750000,1,0,0,1,1,0,1,0,0,0,0,0,0,0,Apartment,1,0.0,Not_In_Compound,Ready,Finished,6818.181818181818
144,3,2,Borg al-Arab,1983600,0,1,1,1,1,1,1,1,0,0,1,1,0,1,Apartment,2,0.0,Not_In_Compound,Ready,Finished,13775.0
120,3,2,Agami,220000,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Duplex,2,0.0,Not_In_Compound,Ready,Finished,1833.3333333333333
50,2,1,Moharam Bik,200000,1,0,1,1,1,1,0,0,0,0,0,0,0,0,Apartment,4,0.0,Not_In_Compound,Ready,Finished,4000.0
90,2,1,Nakheel,300000,0,1,1,1,0,1,0,1,0,0,0,0,0,0,Apartment,2,0.0,Not_In_Compound,Ready,Finished,3333.3333333333335
133,4,2,Moharam Bik,1200000,0,1,1,1,1,0,1,1,0,0,0,0,0,0,Apartment,2,0.0,Not_In_Compound,Ready,Semi Finished,9022.556390977443
75,2,2,Al Ibrahimiyyah,750000,0,0,1,1,1,1,0,0,1,0,0,0,1,0,Apartment,2,1.0,Not_In_Compound,Ready,Finished,10000.0
150,3,2,Stanley,3500000,0,1,1,1,1,1,1,1,0,0,0,0,0,0,Apartment,10,0.0,Not_In_Compound,Ready,Finished,23333.333333333332
100,2,1,Asafra,350000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Apartment,10,0.0,Not_In_Compound,Ready,Finished,3500.0
180,3,1,Agami,1000000,0,0,1,1,1,1,1,1,1,1,0,0,0,0,Apartment,5,0.0,Not_In_Compound,Ready,Finished,5555.555555555556
100,3,1,Smoha,1500000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,5,0.0,Not_In_Compound,Ready,Finished,15000.0
120,3,2,Maamoura,720000,1,1,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,10+,0.0,Not_In_Compound,Ready,Finished,6000.0
85,2,1,Agami,310000,1,1,1,0,0,0,1,1,0,0,0,0,0,0,Apartment,3,0.0,Not_In_Compound,Ready,Finished,3647.0588235294117
90,2,1,Agami,200000,0,0,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,7,0.0,Not_In_Compound,Ready,Finished,2222.222222222222
64,3,1,Bacchus,300000,1,0,1,1,1,0,0,0,0,0,0,0,0,0,Apartment,6,0.0,Not_In_Compound,Ready,Finished,4687.5
115,3,1,Maamoura,450000,1,1,1,1,1,1,0,0,0,0,0,0,0,0,Apartment,2,0.0,Not_In_Compound,Ready,Finished,3913.0434782608695
250,3,2,Miami,650000,1,1,1,1,1,1,1,0,0,0,0,0,0,0,Apartment,2,0.0,Not_In_Compound,Ready,Finished,2600.0
120,1,1,Miami,1500000,1,1,1,1,1,1,1,0,1,0,0,0,0,0,Apartment,10+,1.0,Not_In_Compound,Ready,Finished,12500.0
150,3,1,Maamoura,2000000,1,1,1,1,1,1,0,1,1,0,0,1,0,1,Apartment,2,0.0,Not_In_Compound,Ready,Finished,13333.333333333334
70,3,1,Seyouf,230000,0,1,1,1,1,0,0,0,0,0,0,0,0,0,Apartment,1,0.0,Not_In_Compound,Ready,Finished,3285.714285714286
225,3,2,Smoha,3600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,8,0.0,Not_In_Compound,Ready,Finished,16000.0
130,3,1,Agami,370000,1,0,1,1,1,1,1,1,0,0,0,0,0,0,Apartment,5,0.0,Not_In_Compound,Ready,Finished,2846.153846153846
65,2,1,Smoha,200000,1,0,1,1,1,1,0,0,0,0,0,0,0,0,Apartment,1,0.0,Not_In_Compound,Ready,Semi Finished,3076.923076923077
120,2,1,Agami,210000,1,1,1,1,1,1,0,0,1,0,0,0,0,0,Apartment,7,0.0,Not_In_Compound,Ready,Finished,1750.0
120,2,1,Seyouf,350000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,1,0.0,Not_In_Compound,Ready,Finished,2916.6666666666665
75,2,1,Asafra,280000,1,0,1,1,1,0,0,0,0,0,0,0,0,0,Apartment,6,0.0,Not_In_Compound,soon,Finished,3733.3333333333335
176,2,3,Laurent,2250000,0,1,1,1,1,1,0,1,0,0,0,0,0,0,Apartment,1,0.0,Not_In_Compound,Ready,Finished,12784.09090909091
85,2,1,Mandara,300000,1,0,0,1,1,0,1,0,0,0,0,0,0,0,Apartment,10+,0.0,Not_In_Compound,Ready,Finished,3529.4117647058824
98,2,1,Sidi Beshr,470000,0,1,1,1,1,0,1,0,0,0,0,1,0,0,Apartment,10,0.0,Not_In_Compound,Ready,Finished,4795.918367346939
90,2,1,Mandara,1700000,1,1,1,1,0,1,1,0,1,0,0,1,1,0,Penthouse,10+,0.0,Not_In_Compound,Ready,Finished,18888.88888888889
70,2,1,Bacchus,220000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Apartment,10+,0.0,Not_In_Compound,Ready,Finished,3142.8571428571427
180,4,1,Moharam Bik,850000,0,1,1,1,1,1,1,0,0,0,0,0,0,0,Duplex,10,0.0,Not_In_Compound,Ready,Finished,4722.222222222223
150,3,2,Nakheel,270000,1,1,1,1,0,1,1,1,0,1,0,0,0,0,Duplex,5,0.0,Not_In_Compound,Ready,Finished,1800.0
140,3,1,Victoria,700000,1,0,1,1,0,0,1,1,0,1,0,0,0,0,Apartment,5,0.0,Not_In_Compound,Ready,Finished,5000.0
90,2,1,Nakheel,290000,1,1,1,1,0,1,1,1,0,1,0,0,0,0,Apartment,1,0.0,Not_In_Compound,Ready,Finished,3222.222222222222
145,3,1,Raml Station,2000000,1,0,1,1,1,1,1,1,0,0,0,0,0,0,Apartment,10+,1.0,Not_In_Compound,within 6 months,Finished,13793.103448275862
90,3,2,Agami,350000,1,1,1,1,1,1,0,0,1,0,0,0,0,0,Apartment,2,1.0,Not_In_Compound,Ready,Finished,3888.8888888888887
162,3,2,Nakheel,390000,1,1,1,1,0,1,0,1,0,1,1,1,0,0,Apartment,2,0.0,Not_In_Compound,Ready,Finished,2407.4074074074074
100,2,1,Koum al-Dikka,650000,0,1,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,10+,0.0,Not_In_Compound,soon,Finished,6500.0
110,3,1,Labban,550000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,10+,0.0,Not_In_Compound,Ready,Finished,5000.0
85,2,1,Sidi Beshr,430000,0,1,1,1,1,1,0,0,0,0,0,0,0,0,Apartment,6,0.0,Not_In_Compound,soon,Finished,5058.823529411765
85,2,1,Montazah,290000,1,1,1,1,1,0,0,0,0,0,0,0,0,0,Apartment,6,0.0,Not_In_Compound,Ready,Finished,3411.764705882353
75,2,1,Victoria,550000,0,1,1,1,1,1,1,0,0,0,0,0,0,0,Apartment,6,0.0,Not_In_Compound,soon,Finished,7333.333333333333
80,2,1,Abu Qir,400000,1,1,1,1,1,0,1,1,0,0,0,0,0,0,Apartment,6,0.0,Not_In_Compound,Ready,Finished,5000.0
80,2,1,Miami,400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,4,0.0,Not_In_Compound,Ready,Finished,5000.0
160,3,1,Seyouf,370000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,1,0.0,Not_In_Compound,Ready,Finished,2312.5
125,2,1,Miami,1250000,0,1,1,1,0,0,1,0,0,0,0,0,0,0,Apartment,10,1.0,Not_In_Compound,Ready,Finished,10000.0
85,3,1,Sidi Beshr,400000,1,0,1,1,1,1,1,0,0,0,0,0,0,0,Apartment,8,0.0,Not_In_Compound,soon,Finished,4705.882352941177
175,3,2,Montazah,1850000,0,1,0,0,1,0,1,1,0,0,0,0,0,1,Apartment,8,0.0,Not_In_Compound,Ready,Finished,10571.42857142857
230,3,3,Stanley,2280000,0,1,0,1,1,1,1,1,0,0,0,1,0,0,Apartment,6,0.0,Not_In_Compound,Ready,Finished,9913.04347826087
120,3,1,Awayed,330000,0,0,1,1,1,1,0,0,0,0,0,0,0,0,Apartment,6,0.0,Not_In_Compound,Ready,Finished,2750.0
90,2,1,Sidi Beshr,850000,0,0,1,1,1,1,1,0,0,0,0,0,0,0,Apartment,10+,1.0,Not_In_Compound,Ready,Finished,9444.444444444445
95,3,1,Bahray - Anfoshy,950000,0,1,1,0,1,1,0,0,0,0,0,0,0,0,Apartment,5,0.0,Not_In_Compound,Ready,Finished,10000.0
85,2,1,Montazah,320000,0,0,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,7,0.0,Not_In_Compound,Ready,Finished,3764.705882352941
140,2,1,Seyouf,1200000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,1,0.0,Not_In_Compound,Ready,Semi Finished,8571.42857142857
130,3,1,Agami,550000,0,1,1,1,1,1,1,1,0,0,0,0,0,0,Apartment,4,0.0,Not_In_Compound,soon,Finished,4230.7692307692305
165,3,3,Laurent,2100000,0,1,1,1,1,1,1,1,0,0,0,0,0,0,Apartment,8,0.0,Not_In_Compound,Ready,Finished,12727.272727272728
130,2,1,Al Ibrahimiyyah,1000000,0,1,0,0,0,1,1,1,0,0,0,0,0,0,Apartment,10+,0.0,Not_In_Compound,Ready,Finished,7692.307692307692
140,3,1,Agami,350000,1,0,1,1,1,1,0,0,0,0,0,0,0,0,Apartment,1,0.0,Not_In_Compound,Ready,Finished,2500.0
100,3,2,Agami,380000,0,1,1,1,1,1,1,1,0,0,0,0,0,0,Apartment,9,0.0,Not_In_Compound,Ready,Finished,3800.0
145,3,2,Al Ibrahimiyyah,1200000,0,1,1,1,1,1,1,1,0,0,0,0,0,0,Apartment,7,0.0,Not_In_Compound,Ready,Finished,8275.862068965518
90,2,1,Sidi Beshr,700000,0,1,1,1,1,0,0,0,0,0,0,0,0,0,Apartment,7,0.0,Not_In_Compound,Ready,Finished,7777.777777777777
110,1,1,Mandara,770000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,7,1.0,Not_In_Compound,Ready,Finished,7000.0
145,2,2,Smoha,1700000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,1,0.0,Not_In_Compound,Ready,Finished,11724.137931034482
167,4,1,Agami,720000,0,0,1,1,1,1,0,0,0,0,0,0,0,0,Apartment,4,0.0,Not_In_Compound,Ready,Finished,4311.377245508982
105,2,1,Al Hadrah,650000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,4,0.0,Not_In_Compound,Ready,Finished,6190.476190476191
115,2,1,Bolkly,875000,1,1,1,1,1,0,1,0,0,0,0,1,0,0,Apartment,8,0.0,Not_In_Compound,Ready,Not Finished,7608.695652173913
115,2,1,Miami,860000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,10+,0.0,Not_In_Compound,Ready,Finished,7478.260869565217
110,4,1,Agami,350000,0,0,1,1,1,1,0,0,0,0,0,0,0,0,Apartment,10+,0.0,Not_In_Compound,Ready,Finished,3181.818181818182
100,2,1,Sidi Beshr,2250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,2,1.0,Not_In_Compound,Ready,Finished,22500.0
100,2,1,Agami,400000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,5,0.0,Not_In_Compound,Ready,Finished,4000.0
165,4,2,Laurent,2000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,5,0.0,Not_In_Compound,Ready,Finished,12121.212121212122
152,3,3,Smoha,3154000,0,0,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,5,0.0,Not_In_Compound,soon,Finished,20750.0
220,3,2,Smoha,2500000,0,1,1,1,1,1,1,1,0,0,0,0,0,0,Apartment,10+,0.0,Not_In_Compound,Ready,Finished,11363.636363636364
110,2,1,Smoha,1150000,0,0,1,1,1,1,1,0,0,0,0,0,0,0,Apartment,5,0.0,Not_In_Compound,Ready,Finished,10454.545454545454
120,3,1,Victoria,500000,1,1,1,1,1,0,1,1,1,0,0,0,0,0,Apartment,10+,0.0,Not_In_Compound,2022,Finished,4166.666666666667
120,2,1,Asafra,450000,1,1,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,9,0.0,Not_In_Compound,Ready,Finished,3750.0
155,3,1,Miami,1100000,0,0,1,1,1,1,1,0,0,0,0,0,0,0,Apartment,6,0.0,Not_In_Compound,Ready,Finished,7096.774193548387
145,3,2,Fleming,1344000,1,1,1,1,1,1,1,1,0,0,1,1,0,0,Apartment,6,0.0,Not_In_Compound,soon,Finished,9268.965517241379
75,2,1,Smoha,700000,0,0,1,1,1,1,1,0,0,0,0,0,0,0,Apartment,5,0.0,Not_In_Compound,Ready,Finished,9333.333333333334
160,3,2,Miami,3200000,0,1,1,1,0,0,0,1,1,1,1,1,1,1,Apartment,8,1.0,Not_In_Compound,Ready,Finished,20000.0
80,2,1,Moharam Bik,460000,1,0,1,1,1,0,0,0,0,0,0,0,0,0,Apartment,2,0.0,Not_In_Compound,Ready,Finished,5750.0
95,2,1,Asafra,650000,1,1,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,10+,0.0,Not_In_Compound,Ready,Finished,6842.105263157895
200,3,2,Al Ibrahimiyyah,3500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,10+,0.0,Not_In_Compound,Ready,Finished,17500.0
125,3,1,Miami,480000,1,1,1,1,1,1,1,1,0,0,0,0,0,0,Apartment,1,0.0,Not_In_Compound,Ready,Finished,3840.0
80,2,1,Montazah,290000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,7,1.0,Not_In_Compound,Ready,Finished,3625.0
70,2,1,Agami,500000,1,1,0,0,0,0,1,0,0,0,0,0,0,1,Apartment,5,1.0,Not_In_Compound,Ready,Finished,7142.857142857143
125,3,1,Sidi Beshr,2500000,0,1,1,0,0,0,1,0,0,0,0,0,0,0,Apartment,10+,0.0,Not_In_Compound,Ready,Finished,20000.0
140,3,1,Agami,500000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,4,0.0,Not_In_Compound,Ready,Finished,3571.4285714285716
97,4,1,Borg al-Arab,360000,1,1,1,1,1,1,0,0,0,0,0,0,0,0,Apartment,4,0.0,Not_In_Compound,Ready,Finished,3711.340206185567
85,2,1,Miami,580000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,9,0.0,Not_In_Compound,Ready,Semi Finished,6823.529411764706
210,3,3,Al Ibrahimiyyah,3250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,3,0.0,Not_In_Compound,Ready,Finished,15476.190476190477
150,3,2,Gianaclis,2000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,10,0.0,Not_In_Compound,Ready,Finished,13333.333333333334
90,2,1,Agami,300000,1,1,1,0,1,0,0,1,1,0,1,0,0,0,Apartment,10,0.0,Not_In_Compound,Ready,Finished,3333.3333333333335
120,3,2,Agami,250000,1,0,1,1,0,0,0,0,0,0,0,0,0,0,Apartment,1,0.0,Not_In_Compound,Ready,Finished,2083.3333333333335
80,2,1,Agami,210000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,2,0.0,Not_In_Compound,Ready,Semi Finished,2625.0
130,2,2,Nakheel,350000,1,1,1,1,0,0,1,1,0,1,0,0,0,0,Apartment,3,0.0,Not_In_Compound,Ready,Finished,2692.3076923076924
120,3,1,Nakheel,350000,1,1,1,1,0,0,1,1,0,1,1,0,0,0,Apartment,6,0.0,Not_In_Compound,Ready,Finished,2916.6666666666665
100,2,1,Agami,400000,1,1,1,0,1,1,0,1,0,0,1,0,0,0,Apartment,6,0.0,Not_In_Compound,Ready,Finished,4000.0
145,3,2,Sidi Beshr,620000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Apartment,9,0.0,Not_In_Compound,Ready,Finished,4275.862068965517
97,3,1,Agami,900000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,7,0.0,Not_In_Compound,2022,Finished,9278.350515463917
130,3,1,Moharam Bik,1100000,1,0,1,1,1,1,1,1,0,0,0,0,0,0,Apartment,6,0.0,Not_In_Compound,Ready,Finished,8461.538461538461
120,2,1,Nakheel,320000,1,1,1,1,0,0,1,1,0,0,0,0,0,1,Apartment,1,0.0,Nakheel,Ready,Finished,2666.6666666666665
90,2,1,Nakheel,250000,1,1,1,1,0,0,1,1,0,0,0,0,0,0,Apartment,1,0.0,Nakheel,Ready,Finished,2777.777777777778
80,2,1,Nakheel,260000,1,1,1,1,0,0,1,1,0,0,0,0,0,0,Apartment,4,0.0,Nakheel,Ready,Finished,3250.0
135,3,1,Agami,530000,0,1,1,1,1,1,0,0,0,0,0,0,0,0,Apartment,4,0.0,Not_In_Compound,soon,Finished,3925.925925925926
185,3,3,Laurent,2250000,1,1,1,1,1,1,1,1,0,0,0,0,0,0,Apartment,10+,1.0,Not_In_Compound,Ready,Finished,12162.162162162162
100,3,3,Agami,420000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,6,1.0,Not_In_Compound,Ready,Finished,4200.0
100,2,1,Nakheel,275000,1,1,1,1,0,0,1,1,0,0,0,0,0,0,Apartment,1,0.0,Nakheel,Ready,Finished,2750.0
120,2,2,Sidi Beshr,1300000,1,1,1,1,1,1,1,1,1,1,0,1,1,0,Apartment,10,0.0,Not_In_Compound,Ready,Finished,10833.333333333334
80,2,1,Agami,250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,10,1.0,Not_In_Compound,Ready,Finished,3125.0
110,2,1,Agami,220000,0,1,1,0,0,0,0,1,1,0,0,1,0,0,Apartment,4,1.0,Not_In_Compound,Ready,Finished,2000.0
110,3,1,Agami,230000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Apartment,4,0.0,Not_In_Compound,Ready,Finished,2090.909090909091
86,2,1,Maamoura,900000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,1,0.0,Not_In_Compound,Ready,Finished,10465.116279069767
130,3,2,Nakheel,460000,1,1,1,1,0,1,1,1,0,0,0,0,0,0,Apartment,3,0.0,Nakheel,Ready,Finished,3538.4615384615386
120,2,1,Nakheel,310000,1,1,1,1,0,1,0,1,0,1,0,0,0,1,Duplex,3,0.0,Nakheel,Ready,Finished,2583.3333333333335
145,4,2,Agami,250000,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Apartment,4,0.0,Not_In_Compound,Ready,Not Finished,1724.1379310344828
120,3,1,Nakheel,250000,1,0,1,1,0,0,1,1,0,0,0,0,0,0,Apartment,3,0.0,Nakheel,Ready,Finished,2083.3333333333335
130,2,1,Nakheel,380000,1,1,0,1,1,1,1,1,0,0,0,0,0,0,Apartment,1,0.0,Nakheel,Ready,Finished,2923.076923076923
120,2,1,Nakheel,440000,1,1,1,1,0,1,1,1,0,0,0,0,0,0,Apartment,2,0.0,Nakheel,Ready,Finished,3666.6666666666665
200,2,1,Nakheel,330000,1,1,1,1,1,0,1,1,0,0,0,0,0,0,Apartment,5,0.0,Nakheel,Ready,Finished,1650.0
120,3,1,Agami,260000,1,0,1,1,1,1,0,0,0,0,0,0,0,0,Apartment,9,0.0,Not_In_Compound,soon,Finished,2166.6666666666665
110,3,1,Mandara,1050000,1,0,1,1,1,0,1,1,1,0,0,0,0,0,Apartment,10,1.0,Not_In_Compound,Ready,Finished,9545.454545454546
95,2,1,Sidi Beshr,750000,0,0,1,1,1,0,0,0,0,0,0,0,0,0,Apartment,1,0.0,Not_In_Compound,Ready,Finished,7894.736842105263
90,2,1,Dekheila,330000,1,0,1,1,1,0,0,0,0,0,0,0,0,0,Apartment,2,0.0,Not_In_Compound,soon,Finished,3666.6666666666665
80,2,1,Sidi Beshr,380000,1,1,1,1,1,1,0,0,1,0,0,0,1,0,Apartment,6,1.0,Not_In_Compound,Ready,Semi Finished,4750.0
140,2,1,Nakheel,360000,1,1,1,1,0,0,1,1,0,1,0,0,0,0,Apartment,2,0.0,Not_In_Compound,Ready,Finished,2571.4285714285716
95,2,1,Nakheel,280000,1,1,1,1,0,1,1,1,0,1,1,0,0,0,Apartment,1,0.0,Not_In_Compound,Ready,Finished,2947.3684210526317
85,3,1,Mandara,470000,1,1,1,1,1,0,1,1,0,0,0,0,0,0,Apartment,3,0.0,Yaru,Ready,Finished,5529.411764705882
135,3,2,Mandara,1150000,1,0,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,2,0.0,Not_In_Compound,Ready,Finished,8518.518518518518
120,3,1,Miami,750000,1,1,1,1,0,0,1,0,1,0,0,0,0,0,Apartment,2,1.0,Not_In_Compound,Ready,Finished,6250.0
95,2,1,Agami,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,5,0.0,ABHA,Ready,Finished,3157.8947368421054
110,2,2,Miami,2200000,1,0,1,1,1,0,1,0,1,0,0,0,1,0,Apartment,5,0.0,Not_In_Compound,Ready,Semi Finished,20000.0
75,2,1,Asafra,380000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,10+,0.0,Not_In_Compound,Ready,Finished,5066.666666666667
90,2,1,Mandara,280000,1,0,1,1,1,1,0,0,0,0,0,0,0,0,Apartment,4,0.0,Not_In_Compound,Ready,Finished,3111.1111111111113
80,2,1,Agami,250000,1,0,1,1,1,0,0,0,0,0,0,0,0,0,Apartment,6,0.0,Not_In_Compound,Ready,Finished,3125.0
200,3,3,Smoha,1900000,0,1,1,1,1,1,1,1,0,0,0,0,0,0,Duplex,4,0.0,Not_In_Compound,Ready,Finished,9500.0
