Area(SQM),Bedroom,Bathroom,Location,Price,Negotiable,Balcony,Electricity,Water,Gas,Landline,Elevator,Security,Built_in_Kitchen,Maids_Room,Private_Garden,Parking,Central(A/C)& heating,Pool,Type,Level,Furnished,Compound,Delivery_Date,Delivery_Term,meter_price
250,2,2,Agami,450000,1,0,1,1,0,0,0,0,0,0,0,0,0,0,Apartment,5,0.0,Not_In_Compound,Ready,Finished,1800.0
200,3,2,Laurent,2500000,0,1,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,4,0.0,Not_In_Compound,Ready,Finished,12500.0
120,3,1,Agami,385000,1,0,1,1,1,0,0,0,0,0,0,0,0,0,Apartment,4,0.0,Not_In_Compound,soon,Finished,3208.3333333333335
130,3,1,Smoha,1700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,6,0.0,Not_In_Compound,Ready,Finished,13076.923076923076
140,3,2,Maamoura,2000000,0,0,1,1,0,0,1,0,0,0,0,0,0,0,Apartment,7,0.0,Not_In_Compound,Ready,Finished,14285.714285714286
160,3,2,Kafr Abdo,1450000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,7,0.0,Not_In_Compound,Ready,Finished,9062.5
105,3,1,Sidi Beshr,900000,1,1,1,1,0,0,1,1,0,0,0,0,0,0,Apartment,10+,0.0,Not_In_Compound,Ready,Finished,8571.42857142857
152,4,2,Smoha,3800000,0,1,1,1,1,0,1,1,0,0,0,0,0,0,Apartment,6,0.0,Not_In_Compound,2025,Finished,25000.0
140,2,1,Al Ibrahimiyyah,1700000,0,1,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,5,0.0,Not_In_Compound,Ready,Finished,12142.857142857143
75,2,1,Sidi Beshr,380000,0,1,1,1,0,1,1,1,0,0,0,0,0,0,Apartment,10+,0.0,Not_In_Compound,Ready,Finished,5066.666666666667
173,4,2,Smoha,3719500,0,1,1,1,1,0,1,1,0,0,0,0,0,0,Apartment,5,0.0,Not_In_Compound,2025,Finished,21500.0
150,3,2,Nakheel,520000,1,1,1,1,0,1,1,1,0,1,0,0,0,0,Apartment,4,0.0,Not_In_Compound,Ready,Finished,3466.6666666666665
184,4,1,Smoha,3864000,0,1,1,1,1,0,1,1,0,0,0,0,0,0,Apartment,3,0.0,Not_In_Compound,2025,Finished,21000.0
128,3,2,Miami,1216000,0,1,1,1,1,1,1,1,0,0,1,1,0,1,Apartment,5,0.0,Not_In_Compound,2023,Semi Finished,9500.0
100,2,1,Nakheel,330000,1,1,1,1,0,1,1,1,0,1,0,0,0,0,Apartment,3,0.0,Not_In_Compound,Ready,Finished,3300.0
165,3,2,Mandara,1700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,10+,0.0,Not_In_Compound,Ready,Finished,10303.030303030304
76,2,1,Moharam Bik,650000,1,0,1,1,1,1,1,0,0,0,0,0,0,0,Apartment,2,0.0,Not_In_Compound,Ready,Finished,8552.631578947368
135,3,1,Asafra,750000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,10+,0.0,Not_In_Compound,Ready,Finished,5555.555555555556
120,2,2,Smoha,1250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,4,0.0,Not_In_Compound,Ready,Finished,10416.666666666666
95,2,1,Asafra,900000,0,1,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,5,0.0,Not_In_Compound,Ready,Finished,9473.684210526315
120,2,2,Smoha,1980000,0,1,1,1,1,0,1,1,0,0,0,1,0,0,Apartment,10+,0.0,Murooj,soon,Finished,16500.0
94,2,1,Smoha,550000,1,1,1,1,1,1,1,0,0,0,0,0,0,0,Apartment,2,0.0,Not_In_Compound,Ready,Finished,5851.063829787234
158,3,2,Smoha,3278515,0,0,1,1,1,0,1,1,0,0,0,1,0,0,Apartment,8,0.0,Murooj,soon,Finished,20750.09493670886
202,3,2,Smoha,1250000,1,0,1,1,1,1,1,0,0,0,0,0,0,0,Apartment,10+,0.0,Not_In_Compound,Ready,Finished,6188.118811881188
150,3,2,Sidi Beshr,1600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,10,0.0,Not_In_Compound,Ready,Finished,10666.666666666666
148,3,2,Moharam Bik,3343000,0,1,1,1,1,0,1,1,0,0,0,0,0,0,Apartment,4,0.0,Not_In_Compound,2025,Finished,22587.837837837837
120,3,1,Al Ibrahimiyyah,1150000,0,0,1,1,1,0,0,0,0,0,0,0,0,0,Apartment,3,0.0,Not_In_Compound,Ready,Finished,9583.333333333334
170,3,2,Smoha,3100000,0,1,1,1,1,0,1,1,0,0,0,0,0,0,Apartment,1,0.0,Not_In_Compound,Ready,Semi Finished,18235.29411764706
250,4,2,Nakheel,385000,1,1,1,1,0,1,1,1,0,0,0,0,0,0,Duplex,5,0.0,Nakheel,Ready,Finished,1540.0
133,3,2,Smoha,2012000,0,1,1,1,1,0,1,1,0,0,0,0,0,0,Apartment,2,0.0,Not_In_Compound,2025,Finished,15127.819548872181
163,3,3,Smoha,3360000,1,1,1,1,1,0,1,1,0,0,0,1,0,0,Apartment,9,0.0,Not_In_Compound,soon,Finished,20613.496932515336
135,3,2,Nakheel,520000,1,1,1,1,0,0,1,1,0,0,0,0,0,0,Apartment,3,0.0,Not_In_Compound,Ready,Finished,3851.8518518518517
145,3,2,Smoha,3000000,0,1,1,1,1,0,1,1,0,0,0,1,0,0,Apartment,3,0.0,Murooj,soon,Finished,20689.655172413793
180,2,2,Laurent,2250000,0,1,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,10,0.0,Not_In_Compound,Ready,Finished,12500.0
150,2,2,Saba Pasha,2250000,0,1,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,5,0.0,Not_In_Compound,Ready,Finished,15000.0
135,2,1,Nakheel,425000,1,1,1,0,0,0,1,1,0,0,0,0,0,0,Apartment,3,0.0,Not_In_Compound,Ready,Finished,3148.1481481481483
60,2,1,Abu Qir,290000,0,1,1,1,1,0,1,0,1,0,0,0,0,0,Apartment,3,1.0,Not_In_Compound,Ready,Finished,4833.333333333333
185,3,2,Smoha,950000,1,1,1,1,1,1,1,0,0,0,0,1,0,0,Apartment,10+,0.0,Not_In_Compound,Ready,Finished,5135.135135135135
80,1,1,Nakheel,205000,1,1,1,1,0,1,0,1,0,0,0,0,0,1,Duplex,10+,1.0,Nakheel,Ready,Finished,2562.5
150,3,2,Sidi Beshr,968000,0,1,1,1,1,1,1,0,0,0,0,1,0,0,Apartment,5,0.0,Not_In_Compound,Ready,Semi Finished,6453.333333333333
175,3,2,Roushdy,2400000,1,1,1,1,1,1,1,1,1,0,0,1,1,0,Apartment,3,0.0,Not_In_Compound,Ready,Finished,13714.285714285714
240,1,2,Miami,3500000,1,0,1,1,1,0,0,0,0,0,0,0,0,0,Apartment,1,0.0,Not_In_Compound,Ready,Finished,14583.333333333334
130,2,2,Nakheel,410000,1,1,1,1,0,1,1,1,0,1,0,1,0,1,Apartment,2,0.0,Not_In_Compound,Ready,Finished,3153.846153846154
230,4,2,Agami,400000,1,1,1,1,0,1,1,1,0,0,0,0,0,0,Duplex,5,0.0,Not_In_Compound,Ready,Finished,1739.1304347826087
220,4,2,Nakheel,390000,1,1,1,1,0,1,1,1,1,1,1,1,0,1,Duplex,5,0.0,Not_In_Compound,Ready,Finished,1772.7272727272727
240,3,2,Nakheel,500000,1,1,1,1,0,0,1,1,0,1,1,0,0,0,Apartment,5,0.0,Not_In_Compound,Ready,Finished,2083.3333333333335
140,3,2,Agami,570000,1,1,1,1,0,1,0,1,0,0,0,0,0,0,Apartment,1,0.0,Not_In_Compound,Ready,Finished,4071.4285714285716
120,3,1,Nakheel,480000,1,1,1,1,0,1,1,1,0,1,0,0,0,0,Apartment,7,0.0,Not_In_Compound,Ready,Finished,4000.0
113,3,1,Zezenia,950000,1,1,1,1,1,0,1,0,1,0,0,1,0,0,Apartment,7,0.0,Not_In_Compound,Ready,Finished,8407.079646017699
155,3,1,Smoha,1250000,1,1,1,1,1,1,1,0,0,0,0,0,0,0,Apartment,10+,0.0,Not_In_Compound,Ready,Finished,8064.5161290322585
75,2,1,Agami,200000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,3,0.0,Not_In_Compound,Ready,Finished,2666.6666666666665
80,2,1,Nakheel,220000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Studio,3,1.0,Not_In_Compound,Ready,Finished,2750.0
135,3,1,Smoha,1350000,0,1,1,1,1,1,1,1,0,0,0,0,0,0,Apartment,1,0.0,Not_In_Compound,Ready,Finished,10000.0
90,2,1,Nakheel,230000,1,1,1,1,0,0,1,1,0,1,0,0,0,0,Apartment,4,0.0,Not_In_Compound,Ready,Finished,2555.5555555555557
130,2,1,Nakheel,295000,0,1,1,1,0,0,0,1,0,0,1,0,0,0,Studio,4,1.0,Not_In_Compound,Ready,Finished,2269.230769230769
90,2,1,Maamoura,400000,0,1,1,1,1,0,1,1,0,0,0,0,0,0,Apartment,3,0.0,Not_In_Compound,Ready,Finished,4444.444444444444
120,2,1,Nakheel,335000,1,1,1,1,0,0,0,1,0,0,0,0,0,0,Apartment,1,0.0,Not_In_Compound,Ready,Finished,2791.6666666666665
85,4,1,Smoha,2800000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,1,0.0,Not_In_Compound,Ready,Finished,32941.17647058824
200,3,3,Smoha,3000000,0,0,1,1,1,0,1,1,0,0,0,0,0,0,Apartment,10+,0.0,Not_In_Compound,Ready,Finished,15000.0
170,3,2,Laurent,2000000,0,0,1,1,1,0,1,1,0,0,0,0,0,0,Apartment,10+,0.0,Not_In_Compound,Ready,Finished,11764.70588235294
149,3,2,Smoha,3737000,0,0,1,1,1,0,1,1,0,0,0,1,0,0,Apartment,3,0.0,Not_In_Compound,Ready,Finished,25080.53691275168
100,3,1,Sidi Beshr,800000,0,1,1,1,1,1,1,1,1,0,0,0,1,0,Apartment,8,0.0,Not_In_Compound,Ready,Finished,8000.0
90,3,1,Asafra,520000,1,1,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,5,0.0,Not_In_Compound,Ready,Finished,5777.777777777777
80,2,1,Victoria,700001,1,0,1,0,1,0,1,0,0,0,0,0,0,0,Apartment,7,0.0,Not_In_Compound,Ready,Finished,8750.0125
193,3,2,Roushdy,3100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,7,0.0,Not_In_Compound,Ready,Finished,16062.176165803108
135,3,1,Sidi Beshr,230000,0,1,1,1,1,1,0,0,0,0,0,0,0,0,Apartment,5,0.0,Not_In_Compound,Ready,Finished,1703.7037037037037
207,3,3,Laurent,2900000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,6,0.0,Not_In_Compound,Ready,Finished,14009.661835748791
220,3,2,Bolkly,1850000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,10+,0.0,Not_In_Compound,Ready,Finished,8409.09090909091
50,2,1,Smoha,1600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,2,0.0,Not_In_Compound,Ready,Finished,32000.0
105,2,1,Sidi Beshr,570000,1,0,1,1,0,0,0,0,0,0,0,0,0,0,Apartment,1,0.0,Not_In_Compound,Ready,Finished,5428.571428571428
122,2,2,Smoha,2700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,5,0.0,Not_In_Compound,Ready,Finished,22131.147540983606
135,3,3,Smoha,3170000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,10,0.0,Not_In_Compound,Ready,Finished,23481.48148148148
211,3,3,San Stefano,3850000,1,1,1,0,1,0,1,1,0,0,0,0,0,0,Apartment,6,0.0,Not_In_Compound,Ready,Finished,18246.44549763033
80,2,1,Al Ibrahimiyyah,775000,0,1,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,10+,0.0,Not_In_Compound,Ready,Finished,9687.5
125,3,1,Agami,500000,1,0,0,0,0,0,1,1,0,0,0,0,0,0,Apartment,7,0.0,Not_In_Compound,Ready,Semi Finished,4000.0
152,3,2,Smoha,1750000,0,1,1,1,1,0,1,1,0,0,0,0,0,0,Apartment,3,0.0,Not_In_Compound,Ready,Finished,11513.157894736842
136,3,2,Smoha,2100000,0,1,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,4,0.0,Not_In_Compound,Ready,Finished,15441.176470588236
120,2,2,San Stefano,1500000,1,1,1,1,1,1,1,0,0,0,0,0,0,0,Apartment,4,0.0,Not_In_Compound,Ready,Finished,12500.0
200,3,2,Glim,3000000,0,1,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,4,0.0,Not_In_Compound,Ready,Finished,15000.0
120,2,1,Camp Caesar,1150000,1,0,1,1,1,0,0,0,0,0,0,0,0,0,Apartment,3,0.0,Not_In_Compound,Ready,Finished,9583.333333333334
113,2,1,Maamoura,1250000,1,1,1,0,0,0,1,0,1,0,0,0,0,0,Apartment,2,1.0,Not_In_Compound,Ready,Finished,11061.946902654867
110,2,1,Sidi Beshr,870000,1,1,1,1,0,0,1,0,0,0,0,1,0,0,Apartment,10+,0.0,Not_In_Compound,Ready,Finished,7909.090909090909
156,3,2,Saba Pasha,2262000,0,1,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,2,0.0,Not_In_Compound,Ready,Finished,14500.0
177,3,2,Glim,2300000,0,0,1,1,1,1,1,1,0,0,0,1,0,0,Apartment,10+,0.0,Not_In_Compound,Ready,Finished,12994.350282485875
113,3,1,Smoha,1750000,0,1,1,1,1,0,1,1,0,0,0,0,0,0,Apartment,10,0.0,Not_In_Compound,Ready,Finished,15486.725663716814
190,3,3,Kafr Abdo,2650000,0,1,1,1,1,0,1,1,0,0,0,0,0,0,Apartment,8,0.0,Not_In_Compound,Ready,Finished,13947.368421052632
180,3,2,Smoha,3420000,0,1,1,1,1,0,1,0,0,0,0,1,0,0,Apartment,4,0.0,Not_In_Compound,Ready,Finished,19000.0
210,3,3,Smoha,3500000,0,1,1,1,1,0,1,1,0,0,0,1,0,0,Apartment,9,0.0,Not_In_Compound,Ready,Finished,16666.666666666668
145,3,2,Smoha,1500000,0,1,1,1,1,0,1,1,0,0,0,0,0,0,Apartment,4,0.0,Not_In_Compound,Ready,Finished,10344.827586206897
135,2,1,Smoha,1650000,0,1,1,1,1,0,1,1,0,0,0,0,0,0,Apartment,5,0.0,Not_In_Compound,Ready,Finished,12222.222222222223
100,3,1,Agami,435000,0,1,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,7,0.0,Not_In_Compound,Ready,Finished,4350.0
110,2,1,Gianaclis,880000,0,0,1,1,1,1,1,0,0,0,0,0,0,0,Apartment,5,0.0,Not_In_Compound,Ready,Finished,8000.0
156,3,2,Smoha,3262500,0,1,1,1,1,1,1,1,0,0,1,1,0,1,Apartment,5,0.0,Not_In_Compound,Ready,Finished,20913.46153846154
155,3,2,Smoha,2100000,0,1,1,1,1,1,1,1,1,0,0,0,0,0,Apartment,10,0.0,Not_In_Compound,Ready,Finished,13548.387096774193
175,3,2,Agami,450000,1,0,1,1,0,1,1,0,1,0,0,0,0,0,Apartment,5,0.0,Not_In_Compound,Ready,Finished,2571.4285714285716
177,3,3,Miami,3300000,0,1,1,1,1,1,1,1,0,1,1,1,1,1,Apartment,6,0.0,Not_In_Compound,within 6 months,Finished,18644.06779661017
145,3,2,Mandara,1100000,0,1,1,1,1,0,1,1,0,1,1,1,0,0,Apartment,2,0.0,Not_In_Compound,Ready,Finished,7586.206896551724
160,3,2,Smoha,1750000,0,1,1,1,1,0,1,1,0,0,0,0,0,0,Apartment,7,0.0,Not_In_Compound,Ready,Finished,10937.5
100,2,2,Nakheel,250000,1,1,0,0,0,1,0,0,0,0,0,0,0,0,Apartment,5,0.0,Not_In_Compound,Ready,Finished,2500.0
180,3,1,Smoha,2600000,0,1,1,1,1,0,1,1,0,0,0,0,0,0,Apartment,7,0.0,Not_In_Compound,Ready,Finished,14444.444444444445
95,2,1,Nakheel,265000,1,1,1,1,0,1,1,1,0,1,0,0,0,0,Apartment,1,0.0,Not_In_Compound,Ready,Finished,2789.4736842105262
200,4,2,Nakheel,380000,1,1,1,1,0,0,1,1,0,1,1,0,0,0,Duplex,5,0.0,Not_In_Compound,Ready,Finished,1900.0
152,3,2,Smoha,2200000,0,1,1,1,1,0,1,1,0,0,0,0,0,0,Apartment,5,0.0,Not_In_Compound,Ready,Finished,14473.684210526315
110,3,1,Cleopatra,1000000,0,1,1,1,1,0,1,1,1,0,0,0,0,0,Apartment,3,0.0,Not_In_Compound,Ready,Finished,9090.90909090909
148,3,1,Cleopatra,2800000,1,1,1,1,1,1,1,1,1,0,0,0,0,0,Apartment,6,0.0,Not_In_Compound,Ready,Finished,18918.91891891892
100,2,1,Sidi Gaber,1450000,0,1,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,10,0.0,Not_In_Compound,Ready,Finished,14500.0
120,3,1,Miami,580000,0,1,1,1,0,0,1,1,0,0,0,0,0,0,Apartment,10+,0.0,Not_In_Compound,Ready,Finished,4833.333333333333
176,3,3,Smoha,2860000,0,1,1,1,1,1,1,1,0,0,1,1,0,1,Apartment,8,0.0,Murooj,Ready,Finished,16250.0
100,2,1,Nakheel,270000,1,1,1,1,0,0,1,1,0,0,0,0,0,0,Apartment,2,0.0,Nakheel,Ready,Finished,2700.0
110,2,1,Sidi Beshr,700000,0,0,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,2,0.0,Not_In_Compound,Ready,Finished,6363.636363636364
125,2,1,Laurent,1750000,1,0,1,1,1,1,1,1,1,0,0,0,0,0,Apartment,7,0.0,Not_In_Compound,Ready,Finished,14000.0
120,2,2,Maamoura,800000,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Apartment,4,0.0,Not_In_Compound,Ready,Finished,6666.666666666667
165,3,2,Glim,2350000,0,1,1,1,1,1,1,1,1,0,0,1,1,0,Apartment,10+,0.0,Not_In_Compound,Ready,Finished,14242.424242424242
200,3,3,Smoha,3500000,0,1,1,1,1,1,0,1,0,0,0,1,0,1,Apartment,5,0.0,Not_In_Compound,Ready,Finished,17500.0
140,2,2,Maamoura,1300000,0,1,1,1,0,1,1,1,1,0,0,0,0,0,Apartment,5,1.0,Not_In_Compound,Ready,Finished,9285.714285714286
110,3,1,Sidi Beshr,975000,0,1,1,1,1,1,1,0,0,0,0,0,0,0,Apartment,10+,0.0,Not_In_Compound,Ready,Finished,8863.636363636364
100,2,1,Nakheel,235000,0,1,1,0,0,0,0,1,0,0,0,0,0,0,Apartment,1,0.0,Not_In_Compound,Ready,Finished,2350.0
160,3,1,Al Ibrahimiyyah,1850000,0,1,1,1,1,1,1,1,1,0,0,0,0,0,Apartment,10,0.0,Not_In_Compound,Ready,Finished,11562.5
100,2,1,Nakheel,285000,1,1,1,0,0,0,1,1,0,0,0,0,0,0,Apartment,2,0.0,Not_In_Compound,Ready,Finished,2850.0
125,2,1,Nakheel,240000,1,1,1,0,0,0,1,0,0,0,0,0,0,0,Studio,2,0.0,Not_In_Compound,Ready,Finished,1920.0
100,2,1,Nakheel,275000,1,1,1,0,0,0,1,1,0,0,0,0,0,0,Apartment,6,0.0,Not_In_Compound,Ready,Finished,2750.0
100,2,1,Nakheel,275000,1,1,0,0,0,0,1,1,1,0,0,0,0,0,Apartment,2,0.0,Not_In_Compound,Ready,Finished,2750.0
200,3,3,Al Ibrahimiyyah,3600000,0,1,1,1,1,1,1,1,0,0,0,0,0,0,Apartment,10+,0.0,Not_In_Compound,soon,Finished,18000.0
90,2,1,Borg al-Arab,600000,1,0,1,1,0,0,1,1,0,0,1,0,0,1,Apartment,2,0.0,Not_In_Compound,Ready,Semi Finished,6666.666666666667
120,3,1,Miami,580000,1,1,1,1,0,0,1,1,0,0,0,0,0,0,Apartment,10+,0.0,Not_In_Compound,Ready,Finished,4833.333333333333
240,3,2,Nakheel,510000,1,1,1,1,0,1,1,1,0,0,0,0,0,0,Duplex,5,0.0,Nakheel,Ready,Finished,2125.0
115,3,1,Smoha,1000000,0,1,1,0,1,1,1,0,0,0,0,0,0,0,Apartment,6,1.0,Not_In_Compound,Ready,Finished,8695.652173913044
100,2,1,Nakheel,275000,1,1,1,1,0,0,1,1,0,0,0,0,0,0,Apartment,2,0.0,Nakheel,Ready,Finished,2750.0
85,2,1,Agami,270000,0,1,0,0,0,0,1,1,0,0,0,0,0,0,Apartment,4,0.0,Not_In_Compound,Ready,Not Finished,3176.470588235294
85,2,1,Agami,235000,0,1,1,1,0,0,1,1,0,0,0,0,0,0,Apartment,1,0.0,Not_In_Compound,Ready,Finished,2764.705882352941
240,3,2,Nakheel,490000,1,1,1,1,0,0,1,1,0,1,1,0,0,0,Duplex,5,0.0,Not_In_Compound,Ready,Finished,2041.6666666666667
100,2,1,Moharam Bik,850000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,7,0.0,Not_In_Compound,Ready,Finished,8500.0
180,3,2,Mandara,2100000,1,1,0,1,1,0,1,1,1,0,0,0,1,0,Apartment,10+,1.0,Not_In_Compound,Ready,Finished,11666.666666666666
165,3,1,Agami,550000,1,1,1,0,1,0,1,0,0,0,0,0,0,0,Apartment,5,0.0,Not_In_Compound,Ready,Finished,3333.3333333333335
135,2,2,Miami,850000,0,1,1,1,1,0,1,1,0,0,0,0,0,0,Apartment,3,0.0,Not_In_Compound,Ready,Finished,6296.2962962962965
90,2,1,Bacchus,400000,1,0,1,1,1,1,1,1,1,0,0,1,0,0,Apartment,5,0.0,Not_In_Compound,Ready,Finished,4444.444444444444
125,3,1,Moharam Bik,950000,0,1,1,1,1,1,1,0,0,0,0,0,0,0,Apartment,6,0.0,Not_In_Compound,Ready,Finished,7600.0
120,2,2,Sidi Beshr,2300000,0,1,1,0,0,0,1,1,0,0,0,0,0,0,Apartment,3,0.0,Not_In_Compound,Ready,Finished,19166.666666666668
130,2,1,Nakheel,330000,1,1,1,1,0,1,1,1,0,1,0,0,0,1,Apartment,4,0.0,Not_In_Compound,Ready,Finished,2538.4615384615386
140,3,2,Nakheel,400000,1,1,1,1,0,1,1,1,0,1,1,0,0,0,Apartment,3,0.0,Not_In_Compound,Ready,Finished,2857.1428571428573
200,3,2,Mandara,1600000,1,1,1,1,1,0,1,1,0,0,0,0,0,0,Apartment,6,0.0,Not_In_Compound,soon,Finished,8000.0
220,2,1,Nakheel,270000,1,1,1,1,0,1,1,1,0,1,1,0,0,1,Duplex,5,0.0,Not_In_Compound,Ready,Finished,1227.2727272727273
85,2,1,Moharam Bik,850000,0,1,1,1,1,1,1,1,0,0,0,0,0,0,Apartment,3,1.0,Not_In_Compound,Ready,Finished,10000.0
90,3,1,Sidi Beshr,450000,1,0,1,1,1,1,1,0,0,0,0,0,0,0,Apartment,1,0.0,Not_In_Compound,Ready,Finished,5000.0
86,2,1,Amreya,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,1,0.0,Not_In_Compound,Ready,Finished,3488.3720930232557
120,2,1,Nakheel,280000,1,1,1,1,1,1,1,1,0,0,0,0,0,1,Apartment,1,0.0,Not_In_Compound,Ready,Finished,2333.3333333333335
120,2,1,Nakheel,295000,1,1,0,1,1,1,1,1,1,1,1,0,0,1,Apartment,2,0.0,Not_In_Compound,Ready,Finished,2458.3333333333335
120,3,2,Nakheel,350000,1,1,1,0,0,1,1,1,0,1,0,1,0,1,Apartment,6,0.0,Not_In_Compound,Ready,Finished,2916.6666666666665
110,3,1,Sidi Beshr,450000,1,1,1,1,1,0,0,0,0,0,0,0,0,0,Apartment,4,0.0,Not_In_Compound,Ready,Finished,4090.909090909091
110,2,1,Nakheel,275000,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Apartment,2,0.0,Not_In_Compound,Ready,Finished,2500.0
100,2,1,Nakheel,235000,1,1,1,0,0,0,1,1,0,0,0,0,0,0,Apartment,5,0.0,Not_In_Compound,Ready,Finished,2350.0
130,3,1,Nakheel,340000,1,1,1,1,0,0,0,1,0,0,0,0,0,1,Apartment,4,0.0,Nakheel,Ready,Finished,2615.3846153846152
125,2,1,Nakheel,235000,1,1,1,1,0,0,0,1,0,0,0,0,0,0,Studio,4,0.0,Not_In_Compound,Ready,Finished,1880.0
100,2,1,Nakheel,275000,0,1,1,1,0,0,1,1,0,0,0,0,0,0,Apartment,3,0.0,Not_In_Compound,Ready,Finished,2750.0
90,2,1,Miami,750000,0,1,1,1,1,0,1,1,1,0,0,0,0,0,Apartment,10+,0.0,Not_In_Compound,Ready,Finished,8333.333333333334
150,3,2,Miami,1250000,0,1,1,1,1,1,1,0,0,0,0,0,0,0,Apartment,10+,0.0,Not_In_Compound,Ready,Finished,8333.333333333334
181,3,2,Smoha,3150000,0,1,1,1,1,0,1,1,1,0,0,0,0,0,Apartment,10+,0.0,Not_In_Compound,Ready,Finished,17403.31491712707
105,2,1,Mandara,740000,0,1,1,1,1,0,1,0,1,0,0,0,0,0,Apartment,6,1.0,Not_In_Compound,Ready,Finished,7047.619047619048
120,2,1,Sidi Beshr,1260000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,8,0.0,Not_In_Compound,Ready,Finished,10500.0
145,3,2,Bahray - Anfoshy,1550000,1,1,1,1,1,1,1,1,0,0,0,1,0,0,Apartment,2,0.0,Not_In_Compound,Ready,Finished,10689.655172413793
150,3,2,Smoha,2800000,0,1,1,1,1,1,1,1,0,0,0,1,0,0,Apartment,10,0.0,Not_In_Compound,Ready,Finished,18666.666666666668
100,2,1,Nakheel,275000,1,1,1,1,0,0,1,1,0,1,0,0,0,0,Apartment,5,0.0,Not_In_Compound,Ready,Finished,2750.0
170,2,2,Smoha,2200000,0,1,1,1,1,1,1,0,0,0,0,0,0,0,Apartment,10+,1.0,Not_In_Compound,Ready,Finished,12941.176470588236
120,3,1,Saba Pasha,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,10+,0.0,Not_In_Compound,Ready,Finished,12500.0
80,2,1,Mandara,675000,0,1,1,1,1,0,0,1,1,0,0,0,0,0,Apartment,1,1.0,Not_In_Compound,Ready,Finished,8437.5
100,2,2,Agami,350000,0,1,1,1,1,1,1,1,0,0,1,1,0,1,Apartment,3,0.0,Not_In_Compound,Ready,Finished,3500.0
131,2,2,Agami,650000,0,1,1,0,1,1,1,1,1,0,1,1,0,1,Apartment,1,1.0,Not_In_Compound,Ready,Finished,4961.832061068702
100,2,1,Sidi Beshr,2200000,1,1,1,0,1,1,1,1,0,0,0,0,1,0,Apartment,7,1.0,Not_In_Compound,Ready,Finished,22000.0
120,2,1,Stanley,1850000,1,1,1,1,1,1,1,0,1,0,0,1,0,0,Apartment,8,1.0,Not_In_Compound,Ready,Finished,15416.666666666666
100,1,2,Roushdy,1750000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,4,1.0,Not_In_Compound,Ready,Finished,17500.0
110,2,1,Sidi Beshr,1150000,1,1,1,1,1,1,1,1,0,0,0,0,0,0,Apartment,4,0.0,Not_In_Compound,Ready,Finished,10454.545454545454
90,2,1,Nakheel,210000,1,1,1,1,0,0,1,1,0,0,0,0,0,0,Apartment,5,0.0,Nakheel,Ready,Finished,2333.3333333333335
110,2,1,Nakheel,285000,1,1,1,1,0,0,1,1,0,0,0,0,0,0,Apartment,1,0.0,Nakheel,Ready,Finished,2590.909090909091
65,1,1,Agami,230000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,2,0.0,Not_In_Compound,Ready,Finished,3538.4615384615386
120,2,1,Smoha,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,2,0.0,Not_In_Compound,Ready,Finished,10000.0
100,3,1,Sidi Beshr,600000,1,1,0,0,0,0,1,0,0,0,0,0,0,0,Apartment,4,0.0,Not_In_Compound,soon,Finished,6000.0
